# Sample number | Clear | Run Scenes | Handle Events | Run Callbacks | Swap Buffers | Other | Num Objects
0 0.0441895 33.7061 0.019043 0.0119629 0.202881 0.0258789 3 
1 0.483154 0.311768 0.0012207 0 0.0888672 0.00195312 3 
2 0.0300293 0.51123 0.000976562 0.000732422 0.119141 0.00195312 3 
3 0.0288086 0.51123 0 0 0.17627 0.00488281 3 
4 0.0300293 0.512207 0 0 0.143799 0.00512695 3 
5 0.0300293 0.514893 0.000976562 0 0.155762 0.00415039 3 
6 0.0300293 0.51001 0.000976562 0.0012207 0.119873 0.00292969 3 
7 0.0290527 0.510986 0.000976562 0.000976562 0.159912 0.00195312 3 
8 0.0300293 0.51123 0.000976562 0.000976562 0.11499 0.00195312 3 
9 0.0300293 0.510742 0 0 0.158936 0.00512695 3 
10 0.0300293 0.519775 0 0 0.172119 0.00292969 3 
11 0.0300293 0.510986 0.0012207 0.000976562 0.182861 0.00195312 3 
12 0.0300293 0.51001 0 0.0012207 0.119873 0.00195312 3 
13 0.0310059 0.51416 0.000976562 0 0.184082 0.00292969 3 
14 0.0300293 0.515137 0 0 0.121094 0.00390625 3 
15 0.0290527 0.521973 0 0 0.175049 0.00610352 3 
16 0.0300293 0.510986 0.0012207 0.000976562 0.145752 0 3 
17 0.0300293 0.511963 0.000976562 0.000976562 0.176025 0.000976562 3 
18 0.0290527 0.511719 0 0 0.115967 0.00537109 3 
19 0.0290527 0.51001 0.000976562 0 0.177002 0.00415039 3 
20 0.0300293 0.523926 0.000976562 0.000976562 0.134033 0.000976562 3 
21 0.0292969 0.515137 0.000976562 0.000976562 0.160156 0.00366211 3 
22 0.0300293 0.512939 0.000976562 0.000976562 0.146973 0.000976562 3 
23 0.0300293 0.515869 0.0012207 0 0.155762 0.00292969 3 
24 0.0297852 0.515869 0 0.000976562 0.117188 0.00317383 3 
25 0.0300293 0.51123 0 0 4.49097 0.00683594 3 
26 0.0532227 0.569092 0.000976562 0.000976562 0.124268 0.00463867 3 
27 0.0297852 0.510986 0.000976562 0.000732422 0.178223 0.00219727 3 
28 0.0290527 0.51123 0.000976562 0.000976562 0.148926 0.00292969 3 
29 0.0300293 0.51709 0.000976562 0 0.155273 0.00292969 3 
30 0.0300293 0.512207 0 0 0.141113 0.00488281 3 
31 0.0310059 0.516113 0.000976562 0.000976562 0.201904 0.000976562 3 
32 0.0270996 0.510986 0.000976562 0.0012207 0.141846 0.00195312 3 
33 0.0290527 0.509766 0.000976562 0.0012207 0.154053 0.00390625 3 
34 0.0300293 0.52124 0 0 0.147949 0.00488281 3 
35 0.0310059 0.516113 0.000732422 0.000976562 0.170166 0.00292969 3 
36 0.0300293 0.511963 0.000976562 0.000976562 0.148926 0.00292969 3 
37 0.0300293 0.512695 0 0 0.161865 0.00439453 3 
38 0.0300293 0.516113 0 0 0.11792 0.00415039 3 
39 0.0300293 0.519043 0 0 0.166992 0.00390625 3 
40 0.0297852 0.51416 0.000976562 0 0.147949 0.00488281 3 
41 0.0368652 0.518066 0.000976562 0.000976562 0.168945 0.00195312 3 
42 0.0310059 0.51709 0 0 0.154785 0.00488281 3 
43 0.0300293 0.512939 0.000976562 0.000976562 0.188965 0.00390625 3 
44 0.0297852 0.520996 0.000732422 0.0012207 0.122803 0.00317383 3 
45 0.0300293 0.518066 0 0 0.175049 0.00585938 3 
46 0.0310059 0.52002 0.000976562 0.0012207 0.150879 0.00195312 3 
47 0.0341797 0.520752 0.0012207 0 0.168945 0.00390625 3 
48 0.0458984 0.543945 0.000976562 0.000976562 0.150146 0.00390625 3 
49 0.0371094 0.524902 0.000976562 0 0.162842 0.00317383 3 
50 0.0310059 0.513184 0 0 0.145996 0.00561523 3 
51 0.0310059 0.513916 0.0012207 0.000976562 0.160889 0.00292969 3 
52 0.0322266 0.515137 0.000976562 0.000976562 0.176025 0.00170898 3 
53 0.0317383 0.520996 0 0 0.170166 0.00512695 3 
54 0.0310059 0.514893 0.0012207 0.000976562 0.148926 0.00292969 3 
55 0.0349121 0.517822 0.000976562 0.000976562 0.199951 0.00317383 3 
56 0.0319824 0.51709 0.000976562 0 0.14209 0.00488281 3 
57 0.0322266 0.516846 0.000976562 0.0012207 0.169922 0.00195312 3 
58 0.0310059 0.522217 0 0.000976562 0.177002 0.00366211 3 
59 0.0317383 0.51709 0.000976562 0.0012207 0.158936 0.00195312 3 
60 0.0332031 0.519043 0 0.000976562 0.1521 0.00292969 3 
61 0.032959 0.519043 0 0 0.170898 0.00512695 3 
62 0.032959 0.518066 0.000976562 0.000976562 0.14502 0.00195312 3 
63 0.0332031 0.525879 0.0012207 0.000976562 0.170898 0.00366211 3 
64 0.0310059 0.518066 0.000732422 0.0012207 0.155029 0.00292969 3 
65 0.0361328 0.521729 0.000976562 0.000976562 0.171875 0.00219727 3 
66 0.032959 0.512207 0.000976562 0.000976562 0.156006 0.00488281 3 
67 0.0339355 0.512695 0.0012207 0 0.160889 0.00512695 3 
68 0.0358887 0.523926 0.000976562 0 0.144043 0.00415039 3 
69 0.0349121 0.515869 0.000976562 0 0.168945 0.00390625 3 
70 0.0341797 0.514893 0.0012207 0.000976562 0.154053 0.00268555 3 
71 0.0351562 0.518799 0.000976562 0 0.174072 0.00292969 3 
72 0.0410156 0.5271 0 0 0.144775 0.00390625 3 
73 0.0541992 7.99609 0.000976562 0 0.175049 0.00683594 1410 
74 0.0549316 6.42896 0.0012207 0.000976562 0.181885 0.00512695 4214 
75 0.0568848 6.17285 0.000976562 0.000976562 0.136963 0.00415039 9860 
76 0.032959 6.58496 0.000976562 0.000976562 0.161865 0.00512695 13580 
77 0.0319824 7.05005 0.000976562 0.000976562 0.1521 0.00585938 15740 
78 0.0310059 6.67578 0.000976562 0.000976562 0.238037 0.00512695 18660 
79 0.0290527 4.59863 0.0012207 0 0.200928 0.00512695 19392 
80 0.0288086 3.69995 0.00195312 0.000976562 0.207275 0.00317383 19392 
81 0.0290527 5.01807 0.0012207 0.000976562 0.212158 0.00463867 20140 
82 0.0290527 3.79712 0.00195312 0 0.245117 0.00488281 20140 
83 0.0290527 3.73291 0.00170898 0.000976562 0.210205 0.00317383 20140 
84 0.0310059 4.00586 0.00195312 0 0.199951 0.00415039 20140 
85 0.0290527 3.7688 0.000976562 0.000976562 0.198975 0.00610352 20140 
86 0.0280762 3.73389 0.00195312 0.000976562 0.215088 0.00292969 20140 
87 0.0310059 3.75391 0.000732422 0.000976562 0.282959 0.00634766 20140 
88 0.0310059 3.93115 0.0012207 0 0.184082 0.00756836 20140 
89 0.0290527 3.74121 0.000976562 0.0012207 0.272949 0.00463867 20140 
90 0.027832 3.78516 0.000976562 0.000976562 0.273193 0.00463867 20140 
91 0.0280762 3.7251 0.000976562 0.000976562 0.192139 0.00561523 20140 
92 0.0290527 3.75708 0.000976562 0.000976562 0.275146 0.00463867 20140 
93 0.027832 3.72485 0.000976562 0.000732422 0.283203 0.00439453 20140 
94 0.0290527 3.74023 0.000976562 0.000976562 0.221924 0.00463867 20140 
95 0.0319824 3.71826 0.000976562 0.000732422 0.276123 0.00390625 20140 
96 0.027832 3.74316 0.00195312 0.000976562 0.27002 0.00610352 20140 
97 0.0290527 3.729 0.000976562 0 0.214844 0.00610352 20140 
98 0.0292969 3.74805 0.000976562 0.000976562 0.282959 0.00512695 20140 
99 0.0288086 3.95972 0.00219727 0.000976562 0.219971 0.00317383 20140 
100 0.0290527 3.97485 0.00195312 0.000976562 0.192139 0.00512695 20140 
101 0.0498047 4.4502 0.0012207 0.000976562 0.185059 0.00463867 20140 
102 0.0358887 4.09595 0.0012207 0.000976562 0.181885 0.00390625 20140 
103 0.0300293 4.06909 0.000976562 0.000976562 0.210938 0.00512695 20140 
104 0.0310059 3.95923 0.000732422 0.0012207 0.220947 0.00390625 20140 
105 0.0290527 3.81592 0.000976562 0.000976562 0.275146 0.00488281 20140 
106 0.0290527 3.77808 0.000732422 0.0012207 0.228027 0.00585938 20140 
107 0.0280762 3.76807 0.0012207 0.000732422 0.194092 0.00390625 20140 
108 0.0290527 3.76074 0.000976562 0.000976562 0.208252 0.00415039 20140 
109 0.027832 3.70996 0.0012207 0.000976562 0.220947 0.00488281 20140 
110 0.0290527 3.74414 0.000976562 0.000976562 0.21582 0.00415039 20140 
111 0.0288086 3.71997 0.0012207 0.000976562 0.194092 0.00390625 20140 
112 0.0288086 3.74072 0.00195312 0.000732422 0.215088 0.00439453 20140 
113 0.027832 3.72778 0.0012207 0 0.198975 0.00708008 20140 
114 0.0280762 3.71509 0.000732422 0.0012207 0.289062 0.00488281 20140 
115 0.0292969 3.91626 0.00219727 0.000976562 0.170898 0.00341797 20140 
116 0.0288086 3.72705 0.00195312 0.000976562 0.188965 0.00390625 20140 
117 0.0280762 3.71606 0.000976562 0.000976562 0.266113 0.00683594 20140 
118 0.027832 3.71094 0.00195312 0.000976562 0.197021 0.00415039 20140 
119 0.0292969 3.72412 0.000976562 0.0012207 0.19873 0.00366211 20140 
120 0.0310059 3.91528 0.000732422 0 0.157959 0.00585938 20140 
121 0.0310059 3.75098 0.000976562 0.0012207 0.206055 0.00463867 20140 
122 0.0310059 3.74292 0.00219727 0.000976562 0.229736 0.00317383 20140 
123 0.0290527 3.74316 0.000976562 0.000976562 0.200928 0.00415039 20140 
124 0.0288086 3.73682 0.000976562 0.0012207 0.199951 0.00610352 20140 
125 0.0280762 3.74023 0.000976562 0 0.230713 0.00708008 20140 
126 0.0319824 6.52808 0.000976562 0.000976562 0.211914 0.00512695 21492 
127 0.0300293 4.14819 0.000976562 0.000976562 0.234131 0.00366211 21492 
128 0.0529785 4.42017 0.00170898 0.0012207 0.237061 0.00585938 21492 
129 0.0310059 4.198 0.000976562 0 0.223145 0.00561523 21492 
130 0.0300293 4.10498 0.000732422 0.000976562 0.210205 0.00415039 21492 
131 0.0310059 4.12988 0.000976562 0.000976562 0.199951 0.00610352 21492 
132 0.0288086 4.08984 0.00219727 0.000976562 0.184082 0.00512695 21492 
133 0.0290527 4.05713 0.00219727 0.000976562 0.216064 0.00463867 21492 
134 0.0290527 4.05786 0.00195312 0.000976562 0.234131 0.00219727 21492 
135 0.0292969 4.05005 0.000976562 0.000976562 0.190918 0.00488281 21492 
136 0.0288086 4.00415 0.000976562 0 0.234131 0.00708008 21492 
137 0.0290527 4.02905 0.000976562 0.000976562 0.236816 0.00512695 21492 
138 0.0290527 4.05225 0.000976562 0 0.189941 0.0078125 21492 
139 0.0290527 4.00488 0.000976562 0 0.209961 0.00805664 21492 
140 0.0288086 3.99097 0.000976562 0.000976562 0.189209 0.00415039 21492 
141 0.0280762 3.99023 0.000976562 0.0012207 0.196777 0.00585938 21492 
142 0.0292969 4.14307 0.000976562 0.000976562 0.165771 0.00488281 21492 
143 0.0290527 3.99585 0.0012207 0.000976562 0.209229 0.00463867 21492 
144 0.0280762 4.02002 0.0012207 0.000976562 0.237061 0.00561523 21492 
145 0.0290527 4.02173 0.000976562 0.000976562 0.231934 0.00610352 21492 
146 0.0290527 3.98608 0.000976562 0.0012207 0.190186 0.00463867 21492 
147 0.0288086 4.04004 0.000976562 0.000976562 0.23291 0.00561523 21492 
148 0.0300293 4.01392 0.00219727 0.000976562 0.205811 0.00390625 21492 
149 0.0302734 4.02417 0.0012207 0.000976562 0.193115 0.00439453 21492 
150 0.0290527 3.98584 0.00195312 0 0.197021 0.00512695 21492 
151 0.0300293 4.01294 0.00219727 0.000976562 0.193115 0.00488281 21492 
152 0.0290527 4.08374 0.000976562 0 0.211914 0.00634766 21492 
153 0.0300293 4.05908 0.00195312 0.000976562 0.221191 0.00463867 21492 
154 0.0288086 4.06787 0.000976562 0.000976562 0.185791 0.010498 21492 
155 0.0539551 4.33008 0.0012207 0.000976562 0.218018 0.00488281 21492 
156 0.0349121 4.25293 0.000976562 0.000976562 0.187988 0.00512695 21492 
157 0.0310059 4.12793 0.00195312 0.000976562 0.210938 0.00537109 21492 
158 0.0310059 4.07495 0.000976562 0.000732422 0.212158 0.00512695 21492 
159 0.027832 4.07471 0.000976562 0 0.202148 0.00830078 21492 
160 0.0290527 4.06104 0.00195312 0.000976562 0.234131 0.00585938 21492 
161 0.0290527 4.0459 0.000976562 0 0.234131 0.00708008 21492 
162 0.0288086 4.14624 0.0129395 0.000976562 0.184082 0.00390625 21492 
163 0.0290527 4.03906 0.00292969 0.000976562 0.213135 0.00488281 21492 
